CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
293200;Uauá;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,69;2,21;566,36;1,48;2,86;;55,11;9,40;38,22;136.425,19;149,50;42,42;69,35;3,33;4,63;28,37;46,39;8,87;1,55;3,10;93,96;;6,04;69,25;10,63;519,28;508,37;1,20;849,00;1,20;61,83;0,26;63,77;100,00;1,02;92,24;99,78;99,99;37,41;93,28;0,00;61,59;18,51;7,38;6,89;11,03;84,06;0,56;36,11;74,29;25,71;38,41;9,56;370,25;;;;;;;;;5.535,50;14,25;5.664,00;27,00;;;3,00;109,68;0,00;109,68;1,44;109,68;0,62;;;;;;;;;
293210;Ubaíra;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,11;2,36;310,18;2,14;2,35;1,75;68,73;-0,50;58,89;104.966,74;110,40;32,19;85,69;4,66;5,97;29,15;77,62;6,72;1,29;5,41;67,20;27,32;5,47;69,79;11,98;436,01;425,28;0,88;1.160,78;1,38;88,99;0,37;47,98;100,00;1,03;93,08;100,00;99,72;60,91;96,84;100,00;62,90;11,15;6,94;6,75;11,01;76,47;0,53;6,13;99,70;0,30;37,10;19,15;138,26;25,79;57,73;57,73;67,94;100,00;67,94;9,50;0,28;;;;;96,00;0,05;3,00;75,15;0,03;23,25;0,75;115,23;0,75;;;;;;;;;
293220;Ubaitaba;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,34;2,50;343,14;2,93;2,93;;87,65;2,51;53,31;85.773,47;85,30;27,27;60,82;3,30;5,24;31,97;71,30;8,25;2,56;6,14;93,97;;6,03;42,85;17,84;350,56;331,01;1,35;781,94;1,35;113,00;0,37;85,54;98,67;1,06;91,44;100,00;99,24;70,80;96,66;100,00;73,24;11,54;8,26;8,04;11,45;95,61;0,56;7,77;101,62;-1,62;26,76;11,43;105,03;;;;;;;;;6.347,00;7,67;6.347,00;10,00;;;3,00;72,19;0,54;80,24;0,40;108,33;0,16;;;;;;;;;
293230;Ubatã;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,55;2,95;413,23;3,06;3,06;;86,20;-2,40;64,59;173.139,67;96,59;47,75;74,93;3,06;5,66;49,43;77,58;3,16;3,13;5,86;95,35;;4,65;21,60;11,77;540,10;530,25;1,20;847,60;1,20;104,64;0,29;77,87;100,00;1,02;94,49;100,00;99,53;73,98;95,58;100,00;77,40;11,10;8,58;8,24;11,66;84,74;0,33;7,29;105,17;-5,17;22,60;9,79;83,93;;;;;;;;;6.177,00;24,00;;;;;3,00;84,04;0,05;77,97;0,83;105,44;0,48;;;;;;;;;
293240;Uibaí;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,52;3,01;404,15;2,51;2,51;;71,45;0,61;46,80;91.879,03;119,81;36,30;65,51;3,76;5,17;30,30;54,68;29,12;2,58;4,32;97,01;;2,99;14,65;12,63;415,79;412,11;1,34;750,29;1,34;80,60;0,27;100,00;100,00;1,01;94,66;100,00;97,68;63,26;93,68;39,19;67,52;12,26;8,20;7,86;11,18;97,83;2,96;14,23;92,10;7,90;32,48;8,44;130,82;;;;;;;;;;;;;;;3,00;102,21;0,00;102,21;0,05;142,76;1,89;;;;;;;;;
293245;Umburanas;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,93;3,39;449,55;2,59;2,59;;66,02;-2,05;41,46;89.556,46;130,74;32,42;62,81;3,82;14,57;24,80;48,04;31,34;1,75;11,15;93,35;;6,65;39,07;5,81;414,67;412,52;1,25;803,33;1,25;79,09;0,26;50,67;100,00;1,01;95,93;100,00;95,87;75,67;89,97;100,00;84,10;9,24;7,62;7,15;11,05;63,58;4,86;17,27;121,95;-21,95;15,90;2,41;47,63;;;;;;;;;273,11;24,00;;;;;3,00;186,97;0,00;186,36;0,00;107,26;0,80;;;;;;;;;
293250;Una;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,69;2,88;393,27;2,74;2,87;1,47;74,32;3,83;60,89;89.827,25;105,17;33,77;81,93;3,70;6,40;32,11;77,90;5,50;1,09;6,09;90,18;4,65;5,17;55,27;18,19;293,22;283,98;1,45;711,27;1,61;90,13;0,29;62,07;97,16;1,03;92,74;100,00;96,18;62,56;90,47;18,60;69,14;12,70;8,44;7,94;11,42;97,66;0,51;8,03;93,54;6,46;30,86;12,63;128,19;7,55;12,11;12,11;11,93;100,00;11,93;13,00;0,33;4.834,00;8,75;4.834,00;16,00;124,46;6,51;3,00;76,22;0,50;76,30;0,34;120,43;1,88;;;;;;;;;
293270;Uruçuca;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,93;2,31;314,33;2,87;3,01;1,77;97,83;4,24;58,36;82.591,29;80,42;32,49;59,66;3,30;4,85;40,40;74,18;5,40;2,19;6,04;88,92;6,94;4,14;43,50;20,20;354,19;333,74;1,63;650,41;1,86;115,01;0,33;79,70;93,68;1,06;93,90;100,00;92,50;68,88;84,51;100,00;81,51;10,75;8,62;7,85;11,44;102,04;0,42;11,06;108,20;-8,20;18,49;5,42;68,08;12,04;15,14;15,14;16,34;100,00;16,34;28,29;0,32;6.306,00;7,00;6.306,00;20,00;239,04;0,79;3,00;110,23;0,38;109,56;0,34;135,42;0,99;;;;;;;;;
293280;Utinga;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,14;2,62;352,34;2,85;2,85;;90,72;6,92;63,23;89.842,73;91,90;45,23;69,69;3,38;5,74;49,21;75,83;5,26;1,78;6,24;94,74;;5,26;40,84;13,87;336,25;334,56;1,94;518,17;1,94;99,69;0,26;71,89;100,00;1,01;92,37;100,00;99,90;85,32;92,60;100,00;92,14;8,44;7,65;7,09;11,20;82,50;0,70;5,65;134,96;-34,96;7,86;3,31;21,55;;;;;;;;;;;2.336,00;24,00;;;3,00;108,80;0,00;107,78;1,27;96,58;0,00;;;;;;;;;
293300;Valente;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,29;2,48;322,66;2,61;2,61;;79,40;-2,28;51,18;94.057,10;94,87;38,06;64,45;3,84;7,32;40,12;67,94;11,45;2,22;7,71;94,09;;5,91;29,81;18,63;429,06;414,11;1,43;726,59;1,43;106,18;0,37;83,45;100,00;1,04;94,09;100,00;100,00;83,40;96,25;77,44;86,65;8,28;6,81;6,55;10,86;77,86;1,00;10,60;138,23;-38,23;13,35;2,94;35,73;;;;;;;;;;;;;;;3,00;102,98;0,07;82,31;0,17;99,71;0,74;;;;;;;;;
293305;Várzea da Roça;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,05;2,35;314,26;2,61;2,67;;85,51;8,64;55,88;98.743,46;90,11;32,61;65,34;3,63;8,86;36,19;72,52;6,72;0,02;9,84;96,85;;3,15;47,89;10,02;433,30;429,70;1,16;868,10;1,16;97,07;0,26;84,67;100,00;1,01;95,77;100,00;99,31;77,13;90,63;0,00;85,54;8,80;7,49;6,83;10,89;85,57;0,75;17,55;123,09;-23,09;14,46;2,26;43,43;;;;;;;;;2.734,00;6,00;;;;;3,00;103,92;0,00;101,96;6,25;103,92;2,83;;;;;;;;;
293310;Várzea do Poço;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,41;1,85;229,03;2,46;4,04;;101,99;0,98;60,67;86.586,92;75,01;31,71;59,48;4,22;5,21;42,27;79,29;0,14;0,46;6,95;96,25;;3,75;30,33;5,63;476,77;473,22;1,13;894,33;1,13;123,52;0,00;78,96;97,98;1,01;95,88;100,00;98,05;34,80;90,05;0,00;52,04;14,51;5,59;5,14;6,29;66,41;0,68;21,03;55,83;44,17;47,96;12,34;294,04;;;;;;;;;2.700,00;16,78;;;;;3,00;117,78;2,83;67,78;3,28;117,78;0,47;;;;;;;;;
293315;Várzea Nova;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,63;2,04;259,57;2,16;2,38;1,86;82,18;8,92;55,93;119.336,86;94,32;31,80;68,06;4,73;6,27;33,72;72,16;9,86;0,84;6,65;62,04;34,32;3,64;43,64;10,70;637,12;633,52;0,74;1.363,60;1,26;91,33;0,30;88,18;100,00;1,00;96,12;100,00;97,83;72,88;92,41;0,00;78,87;8,63;6,80;6,43;10,65;76,73;1,40;10,66;123,46;-23,46;21,13;5,02;60,24;65,03;99,40;99,40;75,19;100,00;75,19;17,70;0,01;867,00;24,00;867,00;24,00;6,62;0,35;3,00;338,80;0,00;191,21;4,73;134,11;0,00;;;;;;;;;
293317;Varzedo;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,41;2,67;352,74;2,60;2,60;;76,22;2,43;54,81;97.364,89;102,56;44,94;71,92;3,76;5,22;43,81;70,12;8,45;6,61;5,09;94,61;;5,39;2,53;3,20;393,66;387,73;1,61;630,00;1,61;93,83;0,18;40,57;100,00;1,02;94,96;100,00;99,76;55,81;95,59;56,02;58,39;13,38;7,25;6,95;11,01;80,33;1,01;6,83;88,68;11,32;41,61;22,71;172,51;;;;;;;;;1.287,00;10,50;;;;;3,00;93,09;0,38;93,09;0,14;100,00;4,17;;;;;;;;;
293320;Vera Cruz;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,85;2,90;398,47;2,97;3,05;2,27;76,97;6,02;48,96;134.691,68;97,88;38,34;63,61;3,40;5,91;39,17;64,98;16,40;1,98;6,04;82,72;7,18;10,10;60,60;52,26;520,16;474,96;1,27;863,02;1,41;99,93;0,24;100,00;100,00;1,09;95,69;100,00;99,69;39,32;96,17;87,59;40,89;17,35;6,78;6,54;11,44;128,32;1,43;14,16;69,02;30,98;59,11;19,93;350,26;12,51;13,33;13,33;16,04;100,00;16,04;7,31;0,48;24.965,00;8,67;24.965,00;5,58;2,17;0,05;3,00;85,11;0,19;85,21;0,64;88,81;4,11;;;;;;;;;
293325;Vereda;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,75;3,19;437,85;3,08;3,08;;82,14;7,88;65,17;105.481,79;103,84;40,58;79,35;3,11;5,56;39,08;76,42;6,56;1,97;5,35;94,06;;5,94;40,61;3,91;315,25;312,44;1,64;616,50;1,64;89,08;0,37;50,13;100,00;1,01;92,98;100,00;93,54;70,48;87,94;100,00;80,15;10,90;8,54;8,03;11,42;103,62;0,59;9,71;107,18;-7,18;19,85;6,22;70,17;;;;;;;;;;;532,00;16,50;;;3,00;48,76;0,00;45,98;22,05;95,14;0,73;;;;;;;;;
293330;Vitória da Conquista;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,40;1,84;253,91;2,82;3,10;2,53;117,42;3,62;46,82;124.802,19;65,17;20,90;39,87;3,29;3,93;32,07;61,17;15,99;1,70;6,04;58,18;37,39;4,43;42,70;247,03;803,46;640,83;0,82;1.532,64;1,41;141,02;0,27;100,00;100,00;1,22;92,28;100,00;99,35;70,04;97,41;97,40;72,38;12,04;8,44;8,26;11,31;90,85;1,60;11,52;96,46;3,54;27,62;10,45;132,31;80,73;90,17;90,17;82,48;100,00;82,48;9,60;0,40;18.459,08;22,77;;;89,82;0,02;3,00;122,26;0,73;95,67;0,73;116,38;1,29;;;;;;;;;
293340;Wagner;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,58;2,98;399,84;2,62;2,62;;73,19;3,47;64,54;97.762,09;113,80;59,65;88,19;3,61;6,37;52,41;77,49;6,45;1,64;5,60;95,70;;4,30;50,58;7,39;315,52;312,68;2,16;466,50;2,16;83,47;0,28;74,67;100,00;1,01;94,94;100,00;99,96;82,61;97,71;100,00;84,55;9,04;7,62;7,45;11,17;79,68;0,85;7,32;123,90;-23,90;15,45;5,68;46,23;;;;;;;;;;;292,00;21,00;;;3,00;79,88;0,00;77,30;0,05;103,82;0,00;;;;;;;;;
293345;Wanderley;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,57;2,19;310,82;2,59;2,59;;100,56;-1,24;69,43;124.306,33;84,70;24,98;69,04;3,51;5,42;29,50;81,52;0,42;0,00;6,39;95,98;;4,02;17,92;5,53;490,59;474,85;0,76;1.355,75;0,76;115,30;0,01;64,10;100,00;1,03;93,38;100,00;99,89;82,27;97,40;92,66;84,46;11,37;8,96;8,74;11,82;100,11;1,39;32,05;111,43;-11,43;15,54;1,65;55,98;;;;;;;;;2.844,75;15,92;;;;;3,00;42,53;0,12;40,25;0,44;93,89;6,16;;;;;;;;;
293350;Wenceslau Guimarães;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,72;2,85;387,06;2,55;2,55;;68,52;13,44;58,41;96.360,19;111,55;36,64;85,24;3,96;8,62;32,84;76,41;4,88;1,81;7,72;91,60;;8,40;73,57;9,31;325,79;318,27;1,35;758,00;1,35;79,10;0,34;40,28;94,24;1,02;94,56;85,75;82,33;57,52;70,02;100,00;82,15;12,03;9,87;8,38;11,33;107,55;0,39;5,73;94,30;5,70;17,85;10,05;72,17;;;;;;;;;2.329,00;31,50;;;;;3,00;107,50;0,07;63,12;0,09;112,30;2,47;;;;;;;;;
330023;Armação dos Búzios;RJ;3;33007011;Prolagos S/A - Concessionária de Serviços Públicos de Água e ;PROLAGOS;Microrregional;Empresa privada;Água e Esgotos;2,94;2,29;379,45;5,07;10,14;0,00;172,28;10,92;24,63;43.719,14;45,20;5,65;14,30;8,78;24,63;12,50;31,63;12,17;0,92;54,48;95,23;0,00;4,77;132,53;125,27;364,25;196,17;2,01;921,80;4,03;173,30;0,19;97,12;97,12;1,86;84,38;100,00;99,21;75,86;99,77;100,00;76,04;17,08;11,29;11,35;13,75;285,47;2,16;20,31;92,60;7,40;23,96;9,64;218,05;77,14;77,14;77,14;76,81;100,00;76,81;3,51;0,45;;2,33;;1,00;0,00;0,57;;104,76;1,22;106,04;0,17;104,03;0,00;;;;;;;;;
330025;Arraial do Cabo;RJ;3;33007011;Prolagos S/A - Concessionária de Serviços Públicos de Água e ;PROLAGOS;Microrregional;Empresa privada;Água;6,81;5,30;760,79;4,29;4,29;;62,98;10,92;24,63;43.777,31;123,65;15,46;39,11;24,01;67,37;12,50;31,63;12,17;0,92;54,48;94,74;;5,26;163,92;89,84;181,92;124,80;3,17;460,37;3,17;63,68;0,45;97,12;97,12;1,46;95,11;100,00;99,33;66,54;99,68;100,00;66,75;14,56;8,22;8,27;11,96;157,47;1,18;11,56;97,07;2,93;33,25;15,49;196,33;;;;;;;;;;2,33;;1,00;;;;103,74;8,29;113,46;0,49;106,73;0,35;;;;;;;;;
330070;Cabo Frio;RJ;3;33007011;Prolagos S/A - Concessionária de Serviços Públicos de Água e ;PROLAGOS;Microrregional;Empresa privada;Água e Esgotos;3,74;2,91;385,61;3,83;7,67;0,00;102,49;10,92;24,63;43.751,32;75,98;9,50;24,03;14,75;41,39;12,50;31,63;12,17;0,92;54,48;94,27;0,00;5,73;155,31;578,26;358,70;225,34;1,75;907,74;3,51;104,14;0,68;73,27;97,12;1,61;94,66;100,00;96,77;63,00;99,66;100,00;63,22;14,39;7,67;7,84;10,90;175,60;0,69;15,10;89,81;10,19;36,78;13,99;236,49;58,19;77,14;77,14;100,00;100,00;100,00;0,56;0,16;;2,33;;1,00;0,00;0,57;;111,67;3,89;115,08;0,16;110,06;0,00;;;;;;;;;
330187;Iguaba Grande;RJ;3;33007011;Prolagos S/A - Concessionária de Serviços Públicos de Água e ;PROLAGOS;Microrregional;Empresa privada;Água e Esgotos;3,82;2,97;384,24;3,39;6,78;0,00;88,79;10,92;24,63;42.962,48;87,70;10,96;27,74;17,03;47,78;12,50;31,63;12,17;0,92;54,48;88,92;0,00;11,08;163,58;92,37;353,49;289,93;1,36;894,56;2,73;95,66;0,35;97,12;97,12;1,24;96,75;100,00;96,56;57,21;99,63;100,00;57,42;14,42;7,01;7,26;10,55;154,58;1,35;18,49;86,49;13,51;42,58;10,39;212,42;77,14;77,14;77,14;99,46;100,00;99,46;0,61;0,32;;2,33;;1,00;0,00;0,78;;106,21;5,12;111,26;1,75;106,02;0,00;;;;;;;;;
330520;São Pedro da Aldeia;RJ;3;33007011;Prolagos S/A - Concessionária de Serviços Públicos de Água e ;PROLAGOS;Microrregional;Empresa privada;Água e Esgotos;3,61;2,81;383,60;3,50;6,99;0,00;96,91;10,92;24,63;43.246,56;80,35;10,04;25,42;15,60;43,78;12,50;31,63;12,17;0,92;54,48;94,15;0,00;5,85;185,86;248,00;356,42;274,91;1,44;901,97;2,87;98,60;0,37;90,79;97,12;1,32;95,84;100,00;98,63;68,23;99,68;100,00;68,45;14,17;8,18;8,41;11,20;138,66;1,22;11,97;93,80;6,20;31,55;12,42;163,10;72,11;77,14;77,14;84,58;100,00;84,58;1,43;0,51;;2,29;;1,50;0,00;1,07;;100,74;1,16;103,18;0,10;91,83;0,23;;;;;;;;;
320280;Itapemirim;ES;3;32028011;Serviço Autônomo de Água e Esgoto;SAAE;Microrregional;Autarquia;Água e Esgotos;1,67;1,45;332,69;1,74;1,94;1,04;104,23;-9,03;60,42;40.336,85;83,59;51,36;57,97;0,00;1,15;61,44;69,35;17,17;10,72;1,38;81,49;12,93;5,58;66,93;82,97;174,83;152,93;5,79;197,35;6,55;138,13;0,48;69,74;100,00;1,15;88,49;0,00;98,20;100,00;100,00;94,24;100,00;17,60;16,59;16,59;16,59;277,87;0,54;17,76;100,00;0,00;0,00;0,00;0,00;9,05;14,50;14,50;29,53;100,00;29,53;37,30;0,32;20,00;2,00;50,00;6,00;;0,00;;214,20;0,19;56,17;5,95;158,62;0,11;;;;;;;;;
320332;Marataízes;ES;3;32028011;Serviço Autônomo de Água e Esgoto;SAAE;Microrregional;Autarquia;Água e Esgotos;1,51;1,31;251,66;1,57;1,68;1,11;104,23;-9,03;60,42;60.662,81;83,59;51,36;57,97;0,00;1,15;61,44;69,35;17,17;10,72;1,38;81,49;12,93;5,58;66,93;71,68;347,58;280,90;3,15;392,35;4,58;138,13;0,46;89,92;100,00;1,21;89,30;0,00;89,96;100,00;100,00;94,30;100,00;20,21;19,05;19,05;19,05;297,78;0,48;21,68;100,00;0,00;0,00;0,00;0,00;47,99;59,33;59,33;24,09;100,00;24,09;10,88;0,41;20,00;3,00;50,00;6,00;;0,00;;1.484,46;0,45;88,00;38,80;96,57;0,73;;;;;;;;;
350010;Adamantina;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,51;1,50;259,49;2,30;2,55;2,05;91,57;1,35;38,66;97.333,76;65,12;34,25;42,22;18,70;-6,07;52,59;64,83;28,50;4,73;-9,33;53,50;42,34;4,16;42,77;49,92;578,60;569,43;1,42;713,19;2,83;121,94;0,46;99,04;100,00;1,02;88,63;100,00;100,00;76,50;100,00;100,00;76,50;16,07;12,28;12,28;14,43;171,88;1,58;10,47;89,87;10,13;23,50;11,22;126,02;98,02;100,00;100,00;82,27;100,00;82,27;8,36;0,12;;;;;3,80;0,04;79,95;100,00;0,30;100,00;0,00;100,00;0,30;;;;;;;;;
350020;Adolfo;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,02;1,40;229,87;2,12;2,33;1,90;105,10;1,28;70,13;196.307,72;66,05;53,42;66,73;10,88;-15,07;80,87;101,02;10,57;0,26;-22,81;53,89;43,97;2,14;43,22;3,75;845,35;830,68;0,96;1.056,00;1,93;130,20;0,46;100,00;100,00;1,02;92,23;100,00;100,00;92,41;100,00;100,00;92,41;12,68;11,70;11,70;13,69;174,01;0,68;12,70;108,19;-8,19;7,59;2,40;32,16;100,00;100,00;100,00;85,20;100,00;85,20;13,22;0,02;;;;;2,00;0,35;25,63;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
350040;Águas da Prata;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,92;2,36;391,09;2,24;2,51;1,94;57,24;0,36;62,76;195.767,08;105,10;89,42;109,64;27,73;-22,00;85,08;104,32;5,81;3,78;-20,93;57,17;39,53;3,30;50,42;15,33;479,84;464,31;1,76;588,32;3,33;77,10;0,55;94,85;100,00;1,03;90,17;100,00;99,97;72,48;99,97;100,00;72,50;15,21;11,03;11,03;13,86;183,74;0,36;14,66;91,11;8,89;27,50;8,92;141,95;87,12;97,57;97,57;76,04;95,20;72,39;10,63;0,12;;;;;16,69;1,76;157,45;120,00;0,00;119,79;0,00;119,58;0,00;;;;;;;;;
350055;Águas de Santa Bárbara;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,27;1,64;288,63;2,60;2,60;2,60;60,96;5,74;29,73;132.699,74;62,97;38,86;48,77;48,98;-6,54;61,71;77,44;21,27;0,72;-10,38;55,47;40,02;4,51;98,80;6,90;593,69;587,89;1,36;745,09;2,33;87,55;0,38;67,75;89,09;1,01;91,68;100,00;100,00;48,73;100,00;100,00;48,73;24,36;11,87;11,87;14,64;218,73;0,94;12,30;60,09;39,91;51,27;30,22;414,44;48,77;64,14;64,14;61,56;100,00;61,56;11,57;0,01;847,20;7,68;;;9,41;1,04;2,42;110,00;6,06;109,17;2,29;104,17;3,20;;;;;;;;;
350060;Águas de São Pedro;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;15,22;13,46;2.977,35;3,03;3,37;2,66;19,91;5,24;23,95;291.805,41;444,35;93,92;120,30;18,75;299,16;21,14;27,07;2,35;1,65;67,33;56,69;41,94;1,37;204,33;12,81;362,02;333,06;2,34;463,70;4,51;20,66;0,44;92,29;92,29;1,08;88,66;100,00;100,00;69,84;100,00;100,00;69,84;21,84;15,25;15,25;18,35;403,82;1,11;18,80;84,00;16,00;30,16;11,49;234,70;86,49;86,49;86,49;79,35;0,00;0,00;15,57;0,10;;;;;0,20;0,14;218,42;111,67;0,00;111,67;0,00;108,33;0,00;;;;;;;;;
350070;Agudos;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;4,93;2,75;544,57;2,69;2,69;0,00;54,58;3,70;45,62;173.474,58;102,41;69,30;83,58;31,53;-14,31;67,67;81,61;24,92;0,81;-13,97;97,97;0,00;2,03;66,13;31,96;390,32;381,21;2,17;470,75;2,18;72,94;0,48;98,34;100,00;1,02;91,06;100,00;100,00;72,94;100,00;100,00;72,94;20,45;14,83;14,83;16,48;172,97;1,14;10,23;81,04;18,96;27,06;16,34;185,19;95,23;99,65;99,65;75,92;0,00;0,00;104,23;0,00;;;;;0,05;0,71;103,73;101,97;0,00;101,97;0,15;101,67;0,15;;;;;;;;;
350075;Alambari;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,80;1,49;247,00;2,21;2,38;1,93;78,94;1,52;33,83;186.902,78;67,52;25,58;42,86;22,23;-0,14;37,89;63,48;25,29;0,00;-0,21;64,16;31,66;4,18;46,16;2,51;1.192,06;1.172,36;0,51;1.997,33;0,83;113,67;0,78;79,30;100,00;1,02;92,46;100,00;99,89;70,90;99,90;100,00;70,98;15,81;11,23;11,23;13,94;163,16;0,57;13,92;88,16;11,84;29,02;10,26;153,39;47,91;63,73;63,73;50,07;100,00;50,07;3,71;0,31;96,50;7,30;;;21,96;8,78;3,93;110,83;0,38;110,00;0,00;107,92;0,39;;;;;;;;;
350080;Alfredo Marcondes;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,47;1,96;317,71;2,14;2,35;1,91;86,76;2,01;70,40;170.099,67;91,80;60,56;81,14;7,28;-11,64;65,97;88,39;16,06;0,28;-12,67;55,87;41,62;2,51;40,05;5,36;605,75;602,58;1,24;811,62;2,38;100,82;0,55;95,64;100,00;1,01;89,56;100,00;100,00;79,23;100,00;100,00;79,23;14,05;11,11;11,11;13,47;164,92;1,04;15,90;96,11;3,89;20,77;5,59;96,22;88,44;100,00;100,00;78,17;100,00;78,17;10,58;0,02;;;;;1,67;0,17;42,23;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
350090;Altair;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,04;1,70;284,71;2,13;2,32;1,93;70,02;-3,43;51,78;169.583,63;79,82;61,48;73,95;22,48;-10,31;77,02;92,65;10,76;0,39;-12,92;54,20;43,73;2,07;87,99;3,61;642,86;638,43;1,30;773,33;2,57;102,54;0,73;80,25;100,00;1,01;92,72;100,00;100,00;79,81;100,00;100,00;79,81;14,91;11,90;11,90;14,00;142,49;0,45;9,28;93,85;6,15;20,19;9,99;99,67;78,33;98,88;98,88;81,69;100,00;81,69;9,22;0,01;;;;;2,00;0,27;73,01;120,83;2,41;120,00;0,00;120,83;0,34;;;;;;;;;
350110;Alto Alegre;SP;3;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,50;1,70;273,71;2,16;2,39;1,91;86,32;0,01;62,72;152.975,73;78,90;62,48;72,66;12,06;-11,20;79,19;92,09;12,47;0,48;-14,19;56,42;42,29;1,29;46,60;4,65;606,88;595,92;1,44;705,75;2,80;110,63;0,48;79,27;100,00;1,02;89,16;100,00;100,00;82,25;100,00;100,00;82,25;13,69;11,26;11,26;13,41;163,24;0,81;15,50;97,94;2,06;17,75;4,90;81,43;75,87;96,23;96,23;82,01;100,00;82,01;19,16;0,05;;;;;;0,00;38,41;100,00;0,00;100,00;0,00;100,00;0,00;;;;;;;;;
