codmun;municipio;UF;codpre;prestadora;sigla;abrangencia;natureza;servico
314060;Materlândia;MG;31406011;Prefeitura Municipal de Materlândia;PMM;Local;Administração pública direta;E       
314070;Mateus Leme;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
317150;Mathias Lobato;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314080;Matias Barbosa;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314080;Matias Barbosa;MG;31408011;Prefeitura Municipal de Matias Barbosa;PMMB;Local;Administração pública direta;E       
314085;Matias Cardoso;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
220610;Matias Olímpio;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
292105;Matina;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
210650;Matinha;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
250933;Matinhas;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250933;Matinhas;PB;25093311;Prefeitura Municipal de Matinhas;PMM;Local;Administração pública direta;E       
411570;Matinhos;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
314090;Matipó;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
431213;Mato Castelhano;RS;43121311;Prefeitura Municipal de Mato Castelhano;PMMC;Local;Administração pública direta;AE
250937;Mato Grosso;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
431215;Mato Leitão;RS;43121511;Associações Hídricas Comunitárias;ASSHIDCOMML;Local;Organização social;A         
431217;Mato Queimado;RS;43121711;Prefeitura Municipal de Mato Queimado;PMMQ;Local;Administração pública direta;A         
411573;Mato Rico;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
314100;Mato Verde;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
210663;Matões do Norte;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
421070;Matos Costa;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
314110;Matozinhos;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
521295;Matrinchã;GO;52129511;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
270510;Matriz de Camaragibe;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
510560;Matupá;MT;51056011;As de Matupá Ltda;AM;Local;Empresa privada;A         
250939;Maturéia;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250939;Maturéia;PB;25093911;Prefeitura Municipal de Maturéia;PMM;Local;Administração pública direta;E       
314120;Matutina;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314120;Matutina;MG;31412011;Prefeitura Municipal de Matutina;PMM;Local;Administração pública direta;E       
352940;Mauá;SP;35294012;BRK Ambiental - Mauá S.A.;BRK;Local;Empresa privada;E       
352940;Mauá;SP;35294011;Saneamento Básico do Município de Mauá;SAMA;Local;Autarquia;A         
411575;Mauá da Serra;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
130290;Maués;AM;13029011;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
521300;Maurilândia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
171280;Maurilândia do Tocantins;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
230810;Mauriti;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
240750;Maxaranguape;RN;24075011;Serviço Autônomo de A e Esgoto;SAAE;Local;Autarquia;A         
431220;Maximiliano de Almeida;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
160040;Mazagão;AP;16003000;Companhia de Água e Esgoto do Amapá;CAESA;Regional;Sociedade de economia mista com administração pública;AE
314130;Medeiros;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
292110;Medeiros Neto;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
411580;Medianeira;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
314140;Medina;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
314140;Medina;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
421080;Meleiro;SC;42108011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
150450;Melgaço;PA;15045011;Prefeitura Municipal de Melgaço;PMM;Local;Administração pública direta;A         
330280;Mendes;RJ;33028011;Prefeitura Municipal de Mendes;PMM;Local;Administração pública direta;AE
314150;Mendes Pimentel;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;A
314150;Mendes Pimentel;MG;31415011;Prefeitura Municipal de Mendes Pimentel;PMMP;Local;Administração pública direta;E       
411585;Mercedes;PR;41158511;Prefeitura Municipal de Mercedes;PMM;Local;Administração pública direta;A         
314160;Mercês;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314160;Mercês;MG;31416011;Prefeitura Municipal de Mercês;PMM;Local;Administração pública direta;E       
352960;Meridiano;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
230820;Meruoca;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
352965;Mesópolis;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
330285;Mesquita;RJ;33045500;Companhia Estadual de Águas e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;AE
314170;Mesquita;MG;31417011;Prefeitura Municipal de Mesquita;PMM;Local;Administração pública direta;AE
270520;Messias;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
240760;Messias Targino;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
220620;Miguel Alves;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
292120;Miguel Calmon;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
330290;Miguel Pereira;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
330290;Miguel Pereira;RJ;33029011;Prefeitura Municipal de Miguel Pereira;PMMP;Local;Administração pública direta;E       
352970;Miguelópolis;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
230830;Milagres;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
292130;Milagres;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
230830;Milagres;CE;23083011;Prefeitura Municipal de Milagres;PMM;Local;Administração pública direta;E       
220635;Milton Brandão;PI;22063511;Prefeitura Municipal de Milton Brandão;PMMB;Local;Administração pública direta;A         
521305;Mimoso de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
320340;Mimoso do Sul;ES;32034011;Serviço Autônomo de AE de Mimoso do Sul;SAAE;Local;Autarquia;AE
521308;Minaçu;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
270530;Minador do Negrão;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
431225;Minas do Leão;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
314180;Minas Novas;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
314180;Minas Novas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
314190;Minduri;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314190;Minduri;MG;31419011;Prefeitura Municipal de Minduri;PMM;Local;Administração pública direta;E       
521310;Mineiros;GO;52131011;Serviço Autônomo de AE;SAAE;Local;Autarquia;AE
352980;Mineiros do Tietê;SP;35298011;Águas de Mineiros do Tietê;AMT;Local;Empresa privada;AE
110120;Ministro Andreazza;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
353000;Mira Estrela;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
314200;Mirabela;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
352990;Miracatu;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
330300;Miracema;RJ;33045500;Companhia Estadual de As e Esgotos;CEDAE;Regional;Sociedade de economia mista com administração pública;A
330300;Miracema;RJ;33030011;Prefeitura Municipal de Miracema;PMM;Local;Administração pública direta;E       
171320;Miracema do Tocantins;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
210670;Mirador;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
411590;Mirador;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
314210;Miradouro;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314210;Miradouro;MG;31421011;Prefeitura Municipal de Miradouro;PMM;Local;Administração pública direta;E       
431230;Miraguaí;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
314220;Miraí;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
230837;Miraíma;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
500560;Miranda;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;AE
210675;Miranda do Norte;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
260930;Mirandiba;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
353010;Mirandópolis;SP;35301011;Prefeitura Municipal de Mirandópolis;PMM;Local;Administração pública direta;AE
292140;Mirangaba;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
171330;Miranorte;TO;17210000;Companhia de Saneamento do Tocantins;SANEATINS;Regional;Empresa privada;A
292145;Mirante;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
110130;Mirante da Serra;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
353020;Mirante do Paranapanema;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
411600;Miraselva;PR;41160011;Serviço Autônomo Municipal de A e Esgoto;SAMAE;Local;Autarquia;A         
353030;Mirassol;SP;35303011;Saneamento de Mirassol - Sanessol S.A;SANESSOL;Local;Empresa privada;AE
510562;Mirassol D Oeste;MT;51056211;Serviço Autônomo de AE;SAEMI;Local;Autarquia;AE
353040;Mirassolândia;SP;35304011;Prefeitura Municipal de Mirassolândia;PMM;Local;Administração pública direta;AE
314225;Miravânia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
421085;Mirim Doce;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
210680;Mirinzal;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
411605;Missal;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
230840;Missão Velha;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
150460;Mocajuba;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
353050;Mococa;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
421090;Modelo;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
314230;Moeda;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314240;Moema;MG;31424011;Prefeitura Municipal de Moema;PMM;Local;Administração pública direta;AE
250940;Mogeiro;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
353060;Mogi das Cruzes;SP;35306011;Serviço Municipal de Águas e Esgotos;SEMAE;Local;Autarquia;AE
353070;Mogi Guaçu;SP;35307011;Serviço Autônomo Municipal de AE de Mogi Guaçu;SAMAE;Local;Autarquia;AE
353080;Mogi Mirim;SP;35308011;Serviço Autônomo de AE de Mogi Mirim;SAAE;Local;Autarquia;AE
521340;Moiporá;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
280410;Moita Bonita;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
280410;Moita Bonita;SE;28041011;Prefeitura Municipal de Moita Bonita;PMMB;Local;Administração pública direta;E       
150470;Moju;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
150475;Mojuí dos Campos;PA;15047511;Prefeitura Municipal de Mojuí dos Campos;PMMC;Local;Administração pública direta;A         
230850;Mombaça;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
230850;Mombaça;CE;23085011;Prefeitura Municipal de Mombaça;PMM;Local;Administração pública direta;E       
353090;Mombuca;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
210690;Monção;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
353100;Monções;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
421100;Mondaí;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
353110;Mongaguá;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
314250;Monjolos;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
220640;Monsenhor Gil;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
220650;Monsenhor Hipólito;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
314260;Monsenhor Paulo;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314260;Monsenhor Paulo;MG;31426011;Prefeitura Municipal de Monsenhor Paulo;PMMP;Local;Administração pública direta;E       
230860;Monsenhor Tabosa;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
250950;Montadas;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
314270;Montalvânia;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
320350;Montanha;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;AE
240770;Montanhas;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
431235;Montauri;RS;43123511;Prefeitura Municipal de Montauri;PMM;Local;Administração pública direta;A         
240780;Monte Alegre;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
150480;Monte Alegre;PA;15014000;Companhia de Saneamento do Pará;COSANPA;Regional;Sociedade de economia mista com administração pública;A
521350;Monte Alegre de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
280420;Monte Alegre de Sergipe;SE;28003000;Companhia de Saneamento de Sergipe;DESO;Regional;Sociedade de economia mista com administração pública;A
220660;Monte Alegre do Piauí;PI;22110000;As e Esgotos do Piauí S/A;AGESPISA;Regional;Sociedade de economia mista com administração pública;A
353120;Monte Alegre do Sul;SP;35312011;Prefeitura Municipal de Monte Alegre do Sul;PMMA;Local;Administração pública direta;AE
353130;Monte Alto;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
353140;Monte Aprazível;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
314290;Monte Azul;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
353150;Monte Azul Paulista;SP;35315011;Serviço Autônomo de Água, Esgoto e Meio Ambiente de Monte Azul Paulista;SAEMAP;Local;Autarquia;AE
314300;Monte Belo;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
431238;Monte Belo do Sul;RS;43123811;Prefeitura Municipal de Monte Belo do Sul;PMMBS;Local;Administração pública direta;A         
314310;Monte Carmelo;MG;31431011;Departamento Municipal de AE;DMAE;Local;Autarquia;AE
421110;Monte Castelo;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
353160;Monte Castelo;SP;35316011;Prefeitura Municipal de Monte Castelo;PMMC;Local;Administração pública direta;AE
240790;Monte das Gameleiras;RN;24081000;Companhia de As e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;A
171360;Monte do Carmo;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
314315;Monte Formoso;MG;31686000;Copasa Serviços de Saneamento Integrado do Norte e Nordeste de ;COPANOR;Regional;Empresa pública;AE
250960;Monte Horebe;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
250960;Monte Horebe;PB;25096011;Prefeitura Municipal de Monte Horebe;PMMH;Local;Administração pública direta;E       
353180;Monte Mor;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
110140;Monte Negro;RO;11002000;Companhia de As e Esgotos de Rondônia;CAERD;Regional;Sociedade de economia mista com administração pública;A
292150;Monte Santo;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
292150;Monte Santo;BA;29215011;Prefeitura Municipal de Monte Santo;PMMS;Local;Administração pública direta;E       
314320;Monte Santo de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
314320;Monte Santo de Minas;MG;31432011;Prefeitura Municipal de Monte Santo de Minas;PMMSM;Local;Administração pública direta;E       
171370;Monte Santo do Tocantins;TO;17210001;Agência Tocantinense de Saneamento;ATS;Regional;Autarquia;A
314340;Monte Sião;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
250970;Monteiro;PB;25075000;Companhia de Águas e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;AE
353170;Monteiro Lobato;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
270540;Monteirópolis;AL;27043000;Companhia de Saneamento de Alagoas;CASAL;Regional;Sociedade de economia mista com administração pública;A
431240;Montenegro;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
210700;Montes Altos;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
314330;Montes Claros;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
521370;Montes Claros de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
314345;Montezuma;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
521375;Montividiu;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
521377;Montividiu do Norte;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
230870;Morada Nova;CE;23087011;Serviço de Autônomo de AE;SAAE;Local;Autarquia;AE
314350;Morada Nova de Minas;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;AE
230880;Moraújo;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
261430;Moreilândia;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;A
411610;Moreira Sales;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;A
260940;Moreno;PE;26116000;Companhia Pernambucana de Saneamento;COMPESA;Regional;Sociedade de economia mista com administração pública;AE
431242;Mormaço;RS;43124211;Prefeitura Municipal de Mormaço;PMM;Local;Administração pública direta;A         
292160;Morpará;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
411620;Morretes;PR;41069000;Companhia de Saneamento do Paraná;SANEPAR;Regional;Sociedade de economia mista com administração privada;AE
230890;Morrinhos;CE;23044000;Companhia de A e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;A
521380;Morrinhos;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;AE
431244;Morrinhos do Sul;RS;43124411;Prefeitura Municipal de Morrinhos do Sul;PMMS;Local;Administração pública direta;AE
353190;Morro Agudo;SP;35319011;Prefeitura Municipal de Morro Agudo;PMMA;Local;Administração pública direta;AE
521385;Morro Agudo de Goiás;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
421120;Morro da Fumaça;SC;42054000;Companhia Catarinense de As e Saneamento;CASAN;Regional;Sociedade de economia mista com administração pública;A
314360;Morro da Garça;MG;31062000;Companhia de Saneamento de Minas Gerais;COPASA;Regional;Sociedade de economia mista com administração pública;A
292170;Morro do Chapéu;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
220667;Morro do Chapéu do Piauí;PI;22066711;Prefeitura Municipal de Morro do Chapéu do Piauí;PMMCP;Local;Administração pública direta;A         
314370;Morro do Pilar;MG;31437011;Prefeitura Municipal de Morro do Pilar;PMMP;Local;Administração pública direta;A         
421125;Morro Grande;SC;42112511;Prefeitura Municipal de Morro Grande;PMMG;Local;Administração pública direta;A         
431245;Morro Redondo;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
431247;Morro Reuter;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
431247;Morro Reuter;RS;43124711;Prefeitura Municipal de Morro Reuter;PMMR;Local;Administração pública direta;E       
210710;Morros;MA;21113000;Companhia de Saneamento Ambiental do Maranhão;CAEMA;Regional;Sociedade de economia mista com administração pública;A
292180;Mortugaba;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
353200;Morungaba;SP;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Sociedade de economia mista com administração pública;AE
521390;Mossâmedes;GO;52139011;Prefeitura Municipal de Mossâmedes;PMM;Local;Administração pública direta;A         
240800;Mossoró;RN;24081000;Companhia de Águas e Esgotos do Rio Grande do Norte;CAERN;Regional;Sociedade de economia mista com administração pública;AE
431250;Mostardas;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
353205;Motuca;SP;35320511;Prefeitura Municipal de Motuca;PMM;Local;Administração pública direta;AE
521400;Mozarlândia;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
140030;Mucajaí;RR;14001000;Companhia de As e Esgotos de Roraima;CAER;Regional;Sociedade de economia mista com administração pública;A
230900;Mucambo;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
292190;Mucugê;BA;29219011;Prefeitura Municipal de Mucugê;PMM;Local;Administração pública direta;AE
431260;Muçum;RS;43126011;Prefeitura Municipal de Muçum;PMM;Local;Administração pública direta;AE
292200;Mucuri;BA;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;AE
320360;Mucurici;ES;32053000;Companhia Espírito-Santense de Saneamento;CESAN;Regional;Sociedade de economia mista com administração pública;AE
431261;Muitos Capões;RS;43149000;Companhia Rio-Grandense de Saneamento;CORSAN;Regional;Sociedade de economia mista com administração pública;A
431261;Muitos Capões;RS;43126111;Prefeitura Municipal de Muitos Capões;PMMC;Local;Administração pública direta;E       
431262;Muliterno;RS;43126211;Prefeitura Municipal de Muliterno;PMM;Local;Administração pública direta;A         
230910;Mulungu;CE;23044000;Companhia de Água e Esgoto do Ceará;CAGECE;Regional;Sociedade de economia mista com administração pública;AE
250980;Mulungu;PB;25075000;Companhia de As e Esgotos da Paraíba;CAGEPA;Regional;Sociedade de economia mista com administração pública;A
292205;Mulungu do Morro;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
292210;Mundo Novo;BA;29274000;Empresa Baiana de As e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;A
521405;Mundo Novo;GO;52087000;Saneamento de Goiás S/A;SANEAGO;Regional;Sociedade de economia mista com administração pública;A
500568;Mundo Novo;MS;50027000;Empresa de Saneamento de Mato Grosso do Sul S/A;SANESUL;Regional;Sociedade de economia mista com administração pública;A
