CODMUN;municipio;UF;CODREG;CODPRE;prestadora;Sigla;Abrangencia;Natureza;servico;IN003;IN026;IN027;IN004;IN005;IN006;IN012;IN029;IN007;IN008;IN030;IN031;IN032;IN033;IN034;IN035;IN036;IN037;IN038;IN039;IN040;IN041;IN042;IN054;IN018;IN019;IN102;IN048;IN002;IN045;IN101;IN060;IN055;IN023;IN001;IN043;IN011;IN009;IN010;IN044;IN057;IN052;IN025;IN053;IN014;IN017;IN022;IN058;IN020;IN028;IN013;IN049;IN050;IN051;IN056;IN024;IN047;IN015;IN016;IN046;IN021;IN059;IN071;IN072;IN073;IN074;IN077;IN082;IN083;IN079;IN075;IN080;IN076;IN085;IN084;IN061;IN062;IN063;IN064;IN068;IN065;IN069;IN066;IN067
291500;Itaeté;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;5,11;4,76;671,88;2,75;2,75;;53,85;2,97;64,54;100.245,41;172,94;63,64;119,85;1,99;5,65;36,80;69,30;17,94;3,70;3,27;93,87;;6,13;48,48;10,36;215,29;214,04;2,48;405,45;2,48;57,61;1,31;43,84;100,00;1,01;93,12;100,00;99,75;90,47;91,73;100,00;98,62;9,41;9,06;8,33;11,77;92,68;0,82;7,66;128,13;-28,13;1,38;0,48;4,18;;;;;;;;;2.200,00;20,00;;;;;3,00;111,99;0,23;46,14;0,31;102,33;0,38;;;;;;;;;
291510;Itagi;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,75;2,01;278,75;2,31;2,31;;83,99;-3,44;57,08;134.220,98;87,18;35,45;67,96;2,13;6,01;40,66;77,95;2,02;1,83;6,90;95,41;;4,59;45,28;5,75;617,75;613,66;0,85;1.184,33;0,85;115,72;0,23;82,10;100,00;1,01;94,48;100,00;100,00;82,06;98,67;11,16;83,16;9,77;8,12;8,01;11,54;86,28;0,21;6,09;118,22;-18,22;16,84;8,20;54,38;;;;;;;;;;;;;;;3,00;193,33;0,00;12,56;18,01;96,72;0,52;;;;;;;;;
291520;Itagibá;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,59;2,25;311,57;2,61;2,61;;72,76;0,33;46,49;113.973,64;86,01;25,10;63,89;1,90;5,20;29,18;74,28;6,49;1,69;6,05;95,18;;4,82;32,64;5,09;492,45;478,01;0,82;1.253,50;0,82;113,61;0,23;49,66;78,83;1,03;92,94;100,00;90,90;72,44;82,41;100,00;87,89;10,08;8,85;8,01;11,55;92,90;0,72;9,12;114,72;-14,72;12,11;4,06;41,28;;;;;;;;;354,75;10,37;;;;;3,00;114,48;0,00;13,75;5,63;97,12;0,33;;;;;;;;;
291530;Itagimirim;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,11;2,69;380,04;2,74;2,74;;88,32;2,36;64,84;119.871,26;97,94;39,54;73,42;1,82;5,64;40,38;74,96;6,21;3,05;5,76;95,93;;4,07;39,51;4,64;420,76;413,01;1,30;781,20;1,30;98,07;0,21;75,89;95,52;1,02;93,91;100,00;89,72;61,17;79,93;100,00;76,52;12,71;9,72;8,66;11,78;111,43;0,73;7,46;92,74;7,26;23,48;11,87;99,90;;;;;;;;;;;;;;;3,00;83,02;0,00;83,02;0,00;105,00;3,57;;;;;;;;;
291535;Itaguaçu da Bahia;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,09;2,71;683,65;2,78;2,78;;90,13;-17,14;45,43;144.427,02;97,51;29,04;50,40;2,08;8,01;29,78;51,69;24,50;3,83;8,22;93,92;;6,08;26,79;1,74;408,74;407,87;1,41;709,50;1,41;119,98;0,20;30,02;100,00;1,00;95,84;100,00;100,00;67,56;93,29;98,58;72,43;22,02;15,78;14,72;21,01;155,22;3,23;14,39;96,44;3,56;27,57;12,67;197,89;;;;;;;;;436,33;24,00;436,33;24,00;;;3,00;82,69;0,00;82,69;0,03;110,00;1,52;;;;;;;;;
291540;Itaju do Colônia;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,94;2,68;348,67;2,12;2,31;1,75;53,84;1,18;54,40;97.480,14;126,21;59,12;101,04;2,51;9,17;46,84;80,06;3,50;1,43;7,26;70,74;26,40;2,86;125,92;8,55;349,23;348,12;1,68;596,90;2,56;76,61;0,24;80,43;100,00;1,00;95,69;100,00;79,85;59,61;64,25;100,00;92,77;10,25;9,50;7,64;11,06;101,51;0,43;10,66;107,94;-7,94;7,23;1,91;24,42;44,26;55,21;55,21;53,94;100,00;53,94;12,81;0,41;1.954,00;16,00;;;15,10;1,41;3,00;61,59;0,14;45,38;0,27;105,70;1,87;;;;;;;;;
291560;Itamaraju;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,77;1,93;280,48;2,74;2,93;2,42;99,03;3,81;49,22;149.674,26;70,40;24,59;49,70;36,85;4,91;34,93;70,60;6,61;1,82;6,97;64,62;30,89;4,49;127,25;38,40;755,92;716,28;0,69;1.527,66;1,11;90,63;0,22;80,78;99,91;1,06;92,64;96,13;96,91;66,70;92,74;97,43;71,92;13,39;9,53;9,11;12,34;104,51;0,71;9,18;93,09;6,91;28,08;12,61;129,56;51,49;65,23;65,23;62,87;100,00;62,87;15,11;0,32;;;;;15,76;6,17;3,00;94,18;0,06;94,18;6,46;100,70;1,10;;;;;;;;;
291570;Itamari;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;4,13;2,79;369,42;2,32;2,32;;56,07;14,24;50,60;180.785,59;120,43;33,31;90,25;2,54;7,93;27,66;74,94;9,23;1,05;6,59;95,02;;4,98;78,27;2,71;653,03;647,68;0,57;1.769,50;0,57;71,08;0,11;62,43;84,50;1,01;94,89;16,82;88,97;61,09;77,66;100,00;78,65;10,78;8,47;7,39;11,04;93,06;2,33;4,46;102,44;-2,44;21,35;13,19;76,23;;;;;;;;;771,33;36,33;;;;;3,00;208,02;0,00;107,79;0,00;100,00;3,26;;;;;;;;;
291580;Itambé;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,16;1,86;358,62;2,19;2,21;1,29;101,30;5,19;65,04;158.970,46;84,91;40,36;64,21;1,75;4,52;47,53;75,62;4,87;2,58;5,33;94,56;1,25;4,19;87,17;10,34;586,19;573,81;1,10;932,54;1,13;109,12;0,20;82,88;97,14;1,02;93,15;100,00;98,46;66,70;87,50;75,52;76,23;17,39;13,15;11,68;16,22;131,11;0,43;12,72;94,02;5,98;23,77;10,11;137,79;2,93;3,43;3,43;2,17;100,00;2,17;12,27;0,44;4.715,56;13,44;;;9,96;22,22;3,00;85,83;0,00;84,97;1,09;103,99;1,00;;;;;;;;;
291590;Itanagra;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,95;3,36;491,87;2,72;2,72;;68,78;7,53;66,65;103.645,53;123,87;56,91;96,91;2,27;6,17;45,95;78,23;6,84;1,95;4,98;94,84;;5,16;53,47;4,26;269,34;267,93;2,19;458,60;2,19;74,48;0,29;44,70;89,63;1,01;95,81;99,33;98,73;92,41;93,92;61,37;98,40;9,59;9,44;8,98;12,19;99,03;1,00;19,53;127,06;-27,06;1,60;0,21;5,07;;;;;;;;;;;;;;;3,32;151,24;0,00;107,30;0,02;112,50;0,62;;;;;;;;;
291600;Itanhém;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,73;2,33;333,22;2,74;2,74;;100,16;-0,19;63,20;126.537,31;85,17;30,43;63,11;1,66;4,51;35,73;74,10;6,57;2,46;5,30;96,89;;3,11;13,57;10,37;512,49;501,74;0,96;1.062,70;0,96;113,78;0,22;72,86;100,00;1,02;93,22;100,00;99,94;84,40;99,70;100,00;84,66;10,46;8,80;8,78;11,91;102,25;0,80;9,17;114,62;-14,62;15,34;5,29;53,55;;;;;;;;;;;;;;;3,00;85,53;0,00;85,53;0,26;104,83;1,61;;;;;;;;;
291610;Itaparica;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;7,36;4,92;702,24;2,91;3,15;2,45;39,54;4,03;54,04;63.574,83;169,03;33,87;136,68;37,26;8,04;20,04;80,86;6,78;1,58;4,76;65,64;26,63;7,73;17,90;98,86;111,96;102,98;2,41;451,73;3,63;49,47;0,21;79,65;79,65;1,08;94,41;100,00;99,37;36,79;94,78;100,00;38,82;21,18;8,01;7,64;11,83;111,15;1,21;14,25;57,37;42,63;61,18;22,81;449,94;38,98;38,98;38,98;64,17;100,00;64,17;14,00;0,59;7.570,00;7,39;7.500,00;12,00;36,49;2,00;3,00;163,77;0,09;100,03;0,25;94,91;0,98;;;;;;;;;
291620;Itapé;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,62;2,28;309,04;2,30;2,30;;87,82;-4,66;64,73;95.514,20;99,08;39,15;73,70;2,48;6,28;39,51;74,39;4,91;4,42;6,34;95,65;;4,35;54,73;7,53;415,48;408,51;1,30;782,25;1,30;103,33;0,19;84,15;100,00;1,02;93,94;99,78;96,20;67,45;91,45;100,00;73,75;10,92;7,90;7,51;11,28;92,64;0,61;10,25;105,34;-5,34;26,25;8,19;94,00;;;;;;;;;;;;;;;3,00;65,19;0,33;64,82;0,84;104,84;5,13;;;;;;;;;
291630;Itapebi;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,66;2,21;314,76;2,86;2,86;;107,53;-1,77;59,67;133.623,88;77,30;24,77;55,50;1,92;4,87;32,05;71,79;7,75;1,35;6,31;94,83;;5,17;26,15;4,48;591,30;584,04;0,76;1.324,75;0,76;128,93;0,19;74,80;94,95;1,01;94,13;60,55;99,16;88,06;97,38;100,00;90,43;9,61;8,61;8,46;11,85;90,37;1,11;9,03;124,38;-24,38;9,57;2,68;30,35;;;;;;;;;;;;;;;3,00;113,87;0,00;113,87;0,00;110,33;0,00;;;;;;;;;
291650;Itapicuru;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,50;2,11;289,50;2,27;2,27;;90,75;1,06;62,59;113.875,96;92,87;32,84;68,96;2,19;6,80;35,36;74,26;7,18;0,54;7,33;94,44;;5,56;48,43;10,50;529,73;525,44;0,91;1.112,30;0,91;105,54;0,22;51,70;100,00;1,01;95,17;56,50;94,79;67,97;87,83;90,11;77,39;10,92;8,45;7,82;11,46;85,75;0,71;12,96;105,00;-5,00;22,61;6,01;81,78;;;;;;;;;;;;;;;3,00;458,06;0,00;25,96;0,53;89,77;0,16;;;;;;;;;
291660;Itapitanga;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,60;2,06;291,80;2,65;2,65;;101,97;5,18;58,31;95.048,74;77,87;29,93;57,18;2,17;5,85;38,43;73,43;4,68;1,78;7,51;95,76;;4,24;96,34;5,73;443,57;433,80;1,21;847,50;1,21;117,18;0,26;76,54;92,54;1,02;91,48;100,00;99,70;89,15;98,57;100,00;90,45;9,32;8,27;8,18;11,78;83,75;0,47;13,24;128,86;-28,86;9,55;2,01;29,35;;;;;;;;;2.517,00;7,00;;;;;3,00;107,82;0,05;100,25;1,53;132,72;5,12;;;;;;;;;
291670;Itaquara;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,09;2,27;315,89;2,30;2,52;;74,54;1,08;50,12;113.400,43;98,61;42,86;67,24;2,61;6,82;43,46;68,19;12,68;2,09;6,91;94,47;;5,53;51,36;3,14;526,44;525,32;1,21;826,00;1,21;99,43;0,20;61,03;100,00;1,00;95,70;100,00;87,63;77,88;94,27;100,00;84,18;10,01;8,19;8,81;10,61;85,66;1,52;7,80;106,42;-6,42;15,82;6,18;56,81;;;;;;;;;;;;;;;3,00;99,15;0,08;28,13;0,19;117,54;0,75;;;;;;;;;
291680;Itarantim;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,75;1,93;288,08;3,05;3,05;;110,90;12,95;52,58;141.231,50;63,47;23,95;47,41;1,61;4,10;37,74;74,71;0,64;2,75;6,46;96,10;;3,90;100,09;7,92;656,25;651,83;0,78;1.299,00;0,78;131,20;0,31;81,21;98,39;1,01;94,74;100,00;98,17;73,18;95,94;42,17;76,28;12,81;9,76;9,54;12,41;103,39;0,04;7,69;97,00;3,00;23,72;11,89;100,46;;;;;;;;;;;2.631,50;84,00;;;3,00;217,85;0,00;100,74;0,02;103,57;1,34;;;;;;;;;
291685;Itatim;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,05;2,06;286,34;2,76;2,76;;90,34;-4,94;40,49;106.112,41;74,82;24,07;44,82;1,96;6,46;32,17;59,91;12,72;5,55;8,64;95,52;;4,48;98,69;7,45;618,57;611,38;0,88;1.151,87;0,88;136,14;0,13;97,87;100,00;1,01;94,51;100,00;99,99;69,00;98,89;27,70;69,78;12,47;8,15;8,06;11,56;86,84;1,81;20,54;98,97;1,03;30,22;5,22;117,46;;;;;;;;;4.600,00;8,17;;;;;3,00;164,95;17,00;86,02;0,06;89,73;0,65;;;;;;;;;
291690;Itiruçu;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,68;3,24;425,73;2,18;2,44;;59,26;0,17;71,44;146.309,96;148,34;87,65;120,56;3,01;8,01;59,09;81,28;6,11;0,52;5,40;94,93;;5,07;34,21;7,57;422,84;422,18;1,72;581,64;1,72;67,60;0,20;71,38;86,00;1,00;96,69;100,00;84,60;56,70;67,50;45,77;85,56;10,61;8,91;7,11;9,82;97,76;0,92;9,20;93,32;6,68;14,44;4,81;55,84;;;;;;;;;;;;;;;3,00;116,92;0,04;75,42;0,10;121,17;2,16;;;;;;;;;
291700;Itiúba;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,80;3,38;385,94;2,79;2,86;0,60;73,34;-1,72;55,74;106.608,16;121,37;39,00;76,00;2,10;7,37;32,14;62,62;14,16;9,09;6,07;95,33;0,67;4,00;46,29;11,69;441,13;437,93;1,17;859,58;1,21;82,84;0,25;41,91;100,00;1,01;93,79;100,00;100,00;66,58;99,49;100,00;66,92;9,48;6,34;6,30;9,49;64,79;1,97;16,42;100,24;-0,24;33,08;5,72;103,75;1,43;5,31;5,31;3,85;100,00;3,85;10,98;0,00;3.976,91;1.100,26;3.946,00;617,00;;;3,00;106,04;0,00;105,21;0,00;121,32;0,00;;;;;;;;;
291720;Ituaçu;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,78;2,42;347,21;2,82;2,82;;101,54;-0,88;70,76;113.973,64;85,71;22,51;69,68;1,70;4,85;26,27;81,30;0,68;0,69;5,66;94,19;;5,81;36,71;6,19;403,75;398,17;0,81;1.249,75;0,81;116,92;0,24;42,17;100,00;1,01;92,52;89,39;97,61;71,41;95,85;0,00;74,50;12,88;9,00;8,83;11,98;92,02;0,06;9,50;99,21;0,79;25,50;9,73;102,63;;;;;;;;;;;;;;;3,00;37,44;0,24;16,49;0,13;105,67;2,52;;;;;;;;;
291730;Ituberá;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,54;2,18;309,88;2,75;2,75;;108,08;0,71;62,96;93.012,26;79,37;25,17;58,25;2,02;5,36;31,71;73,39;5,34;1,93;6,75;94,15;;5,85;33,52;13,88;408,99;393,00;1,10;946,42;1,10;123,45;0,24;60,89;84,11;1,04;90,94;100,00;97,65;62,80;94,58;28,00;66,40;13,61;8,92;8,64;11,83;94,81;0,42;4,73;88,11;11,89;33,60;27,54;154,40;;;;;;;;;5.674,25;10,75;;;;;3,00;122,34;0,04;115,35;0,15;93,50;2,14;;;;;;;;;
291733;Iuiú;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,74;2,32;322,03;2,86;2,86;;104,13;0,87;38,18;82.531,56;81,18;23,16;36,66;1,94;6,72;28,53;45,16;5,02;0,05;8,27;91,90;;8,10;17,15;3,17;567,51;543,35;1,16;898,25;1,16;123,53;0,37;55,84;100,00;1,04;92,21;100,00;100,00;92,06;98,05;92,72;93,89;9,37;8,77;8,59;11,58;83,64;0,39;10,17;124,01;-24,01;6,11;1,78;19,58;;;;;;;;;593,33;20,00;;;;;3,00;95,29;0,12;65,09;0,36;100,00;0,36;;;;;;;;;
291740;Jacaraci;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,12;2,87;388,49;2,69;2,69;;86,13;-1,98;68,22;69.292,69;106,81;58,46;79,21;2,18;5,20;54,73;74,15;11,45;0,42;4,87;96,97;;3,03;26,16;5,42;240,53;225,77;3,27;325,87;3,27;93,24;0,30;26,93;74,67;1,07;89,60;100,00;100,00;74,08;97,66;58,40;75,85;10,14;7,69;7,51;11,28;79,85;1,23;9,66;111,22;-11,22;24,15;8,17;85,76;;;;;;;;;1.320,00;14,00;;;;;3,00;874,56;0,00;15,35;0,00;100,00;0,00;;;;;;;;;
291750;Jacobina;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,18;2,57;352,65;2,79;2,85;1,19;87,98;1,12;56,88;111.833,12;91,95;37,42;64,65;3,70;5,38;40,69;70,31;7,78;5,33;5,86;94,15;1,37;4,47;37,56;56,15;451,03;407,80;1,42;779,28;1,47;103,85;0,25;79,97;100,00;1,10;90,95;98,85;96,63;55,70;91,67;50,61;60,83;13,68;7,97;7,55;11,47;95,81;0,69;14,87;87,42;12,58;39,17;11,29;186,65;4,09;5,81;5,81;2,98;100,00;2,98;10,31;0,78;19.375,50;1.380,00;;;;;3,00;136,76;0,08;140,07;0,35;125,40;0,71;;;;;;;;;
291760;Jaguaquara;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,84;2,17;294,07;2,46;2,88;1,86;86,63;-0,72;54,15;164.907,84;88,51;31,39;62,50;2,23;5,82;35,47;70,62;9,78;1,81;6,57;78,36;16,66;4,98;25,81;22,90;794,12;775,25;0,65;1.581,00;0,86;112,01;0,21;85,99;100,00;1,03;94,03;100,00;99,20;77,88;94,27;100,00;84,19;9,85;8,06;7,66;10,44;80,02;1,40;7,99;106,42;-6,42;15,81;6,33;57,21;30,70;40,30;40,30;32,57;100,00;32,57;20,06;0,05;14.357,00;8,00;4.075,75;6,50;0,44;0,52;3,00;96,82;0,04;30,73;0,28;118,77;0,35;;;;;;;;;
291770;Jaguarari;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,83;2,41;333,18;2,28;7,69;1,30;80,52;-3,01;54,92;106.198,26;105,59;33,37;68,21;2,17;6,21;31,61;64,60;11,24;1,31;5,88;78,71;17,02;4,27;33,82;20,44;493,38;452,55;1,08;1.008,45;1,53;95,94;0,26;63,48;100,00;1,07;93,09;38,63;98,38;37,07;100,00;31,85;53,46;21,10;7,78;7,91;4,06;86,12;0,46;20,56;40,35;59,65;46,54;21,26;464,88;27,72;50,64;50,64;51,35;100,00;51,35;6,65;1,10;;;;;112,00;0,10;3,00;91,42;0,11;94,16;0,52;121,63;0,87;;;;;;;;;
291780;Jaguaripe;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,40;1,89;260,50;2,47;2,47;;103,02;3,47;53,33;102.182,75;76,40;28,70;51,77;2,26;6,03;37,57;67,76;7,11;3,64;7,89;89,98;;10,02;51,11;5,41;578,90;570,86;0,97;1.044,17;0,97;128,23;0,33;48,72;55,38;1,01;95,59;95,15;98,77;60,32;94,96;40,72;63,52;13,00;7,71;7,41;11,49;89,31;0,36;21,38;94,61;5,39;36,48;5,63;147,66;;;;;;;;;1.256,73;9,47;1.523,76;9,78;;;3,00;102,80;0,20;7,35;2,55;94,21;2,40;;;;;;;;;
291790;Jandaíra;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;4,97;4,32;598,48;2,29;2,29;;46,06;-0,80;71,20;164.111,72;188,37;98,32;154,59;2,76;6,65;52,20;82,07;8,21;0,92;3,53;94,23;;5,77;27,68;4,72;334,13;331,38;1,92;525,33;1,92;54,68;0,23;49,26;82,78;1,01;95,72;100,00;96,58;74,50;90,56;74,26;82,26;10,68;8,78;8,24;11,55;83,42;1,67;6,59;108,24;-8,24;17,74;8,21;62,79;;;;;;;;;1.583,00;36,50;;;;;3,00;159,18;0,06;90,23;0,83;106,64;1,93;;;;;;;;;
291800;Jequié;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;2,36;1,77;257,83;2,85;3,22;2,41;120,39;1,57;54,44;134.307,84;62,27;24,78;45,22;1,72;4,02;39,79;72,62;3,42;1,81;6,45;58,23;37,80;3,97;68,63;137,80;717,32;674,23;0,81;1.309,21;1,54;151,17;0,29;100,00;100,00;1,06;93,41;100,00;99,89;71,23;98,72;100,00;72,16;12,97;9,27;9,16;12,33;100,25;0,15;13,28;95,90;4,10;27,84;8,39;124,83;88,14;96,02;96,02;94,29;100,00;94,29;9,16;0,34;;;;;2,45;0,06;3,00;110,78;0,00;110,71;0,90;94,80;0,07;;;;;;;;;
291810;Jeremoabo;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,31;1,74;246,85;2,63;3,54;;113,79;-1,85;47,87;80.041,57;65,92;26,80;42,07;1,80;5,64;40,65;63,83;11,80;1,07;8,55;97,03;;2,97;29,63;14,13;508,01;498,56;1,28;797,61;1,28;146,79;0,22;54,53;100,00;1,02;93,36;100,00;100,00;77,17;97,27;100,00;83,85;10,90;8,63;8,39;8,81;91,52;0,78;9,54;85,15;14,85;16,15;7,45;75,29;;;;;;;;;408,33;8,50;1.500,00;24,00;;;3,00;114,07;0,02;113,93;0,57;99,68;0,80;;;;;;;;;
291820;Jiquiriçá;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água e Esgotos;3,70;2,92;386,96;2,35;;2,07;63,52;12,73;55,00;128.667,19;124,36;35,33;86,59;2,53;9,17;28,41;69,62;12,74;2,33;7,37;65,47;30,23;4,30;99,48;7,35;477,57;468,39;0,87;1.170,50;1,37;69,51;0,31;48,29;100,00;1,02;94,00;100,00;99,75;61,15;98,45;41,46;84,40;11,75;7,21;7,12;;73,71;0,67;9,37;39,44;60,56;15,60;13,90;147,44;27,68;70,02;70,02;62,12;100,00;62,12;19,13;0,47;1.287,00;6,00;;;2,12;4,74;3,00;99,52;0,00;99,47;0,07;111,00;0,30;;;;;;;;;
291830;Jitaúna;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,07;1,62;221,05;2,44;2,44;;118,20;3,96;54,89;153.274,12;66,47;27,41;46,44;2,16;5,34;41,24;69,87;4,91;2,29;8,03;94,74;;5,26;56,14;3,39;992,42;987,84;0,60;1.681,50;0,60;139,82;0,19;73,53;100,00;1,00;94,63;100,00;93,58;91,88;91,95;100,00;99,92;7,87;7,86;7,72;11,35;87,18;0,60;6,77;144,44;-44,44;0,08;0,03;0,20;;;;;;;;;;;;;;;3,00;67,82;0,00;48,84;0,93;98,74;0,00;;;;;;;;;
291835;João Dourado;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,43;2,66;371,57;2,35;2,35;;68,67;-0,52;44,40;127.688,33;113,15;46,50;64,66;2,20;5,49;41,10;57,14;24,20;3,79;4,85;95,89;;4,11;26,25;11,12;601,36;596,87;1,20;836,19;1,20;87,74;0,20;87,37;100,00;1,01;94,64;100,00;94,47;67,57;93,29;60,83;72,43;12,19;8,74;8,62;11,63;89,15;3,09;14,77;96,45;3,55;27,57;6,77;110,15;;;;;;;;;814,67;24,00;814,67;24,00;;;3,00;94,27;0,05;94,27;0,23;109,33;2,54;;;;;;;;;
291845;Jucuruçu;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,48;2,23;310,96;2,87;2,87;;115,47;-14,92;67,29;74.398,38;77,66;35,58;58,28;1,65;4,70;45,81;75,04;4,92;1,07;6,05;95,81;;4,19;171,18;3,28;318,82;313,17;1,95;522,25;1,95;143,85;0,26;29,74;100,00;1,02;91,19;100,00;99,95;88,61;97,80;99,99;90,60;9,53;8,44;8,26;11,64;97,03;0,52;5,49;124,86;-24,86;9,40;4,98;29,32;;;;;;;;;;;;;;;3,00;79,31;0,00;79,31;0,00;84,72;1,09;;;;;;;;;
291850;Jussara;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;3,07;2,38;324,13;2,13;2,13;;69,35;-0,90;40,84;120.187,08;111,58;38,70;58,89;2,47;6,00;34,68;52,78;27,27;4,27;5,38;96,03;;3,97;50,04;6,85;702,53;700,12;0,94;1.069,11;0,94;89,09;0,20;98,25;100,00;1,00;96,22;100,00;97,50;67,57;93,29;46,06;72,43;11,91;8,54;8,17;11,37;86,70;3,11;14,76;96,45;3,55;27,57;6,74;107,21;;;;;;;;;;;;;;;3,00;92,89;0,00;92,89;0,48;100,71;1,42;;;;;;;;;
291860;Jussiape;BA;2;29274000;Empresa Baiana de Águas e Saneamento S.A.;EMBASA;Regional;Sociedade de economia mista com administração pública;Água;2,84;2,58;371,17;2,84;2,84;;100,30;0,06;67,21;125.762,65;90,66;22,15;67,01;1,82;5,95;24,44;73,92;7,24;1,62;6,56;97,53;;2,47;32,97;3,02;458,39;456,74;0,72;1.386,50;0,72;105,70;0,24;51,06;100,00;1,00;92,72;96,22;96,53;67,93;93,42;28,10;72,72;13,00;9,35;9,05;11,99;110,37;0,73;15,13;93,27;6,73;27,28;6,99;115,74;;;;;;;;;;;;;;;3,00;120,80;0,00;1,54;2,30;79,62;2,08;;;;;;;;;
